Empirical aplication  spainDairy  has began at: 2023-06-16 22:12:27 
Batch 497 / 1000  time:  2023-06-21 21:13:42 
Batch 498 / 1000  time:  2023-06-21 21:28:02 
Batch 499 / 1000  time:  2023-06-21 21:42:21 
Batch 500 / 1000  time:  2023-06-21 21:56:40 
Batch 501 / 1000  time:  2023-06-21 22:11:04 
Batch 502 / 1000  time:  2023-06-21 22:25:30 
Batch 503 / 1000  time:  2023-06-21 22:39:56 
Batch 504 / 1000  time:  2023-06-21 22:54:15 
Batch 505 / 1000  time:  2023-06-21 23:08:36 
Batch 506 / 1000  time:  2023-06-21 23:22:56 
Batch 507 / 1000  time:  2023-06-21 23:37:16 
Batch 508 / 1000  time:  2023-06-21 23:51:36 
Batch 509 / 1000  time:  2023-06-22 00:05:54 
Batch 510 / 1000  time:  2023-06-22 00:20:13 
Batch 511 / 1000  time:  2023-06-22 00:34:33 
Batch 512 / 1000  time:  2023-06-22 00:48:56 
Batch 513 / 1000  time:  2023-06-22 01:03:14 
Batch 514 / 1000  time:  2023-06-22 01:17:35 
Batch 515 / 1000  time:  2023-06-22 01:31:57 
Batch 516 / 1000  time:  2023-06-22 01:46:18 
Batch 517 / 1000  time:  2023-06-22 02:00:37 
Batch 518 / 1000  time:  2023-06-22 02:15:00 
Batch 519 / 1000  time:  2023-06-22 02:29:19 
Batch 520 / 1000  time:  2023-06-22 02:43:39 
Batch 521 / 1000  time:  2023-06-22 02:57:59 
Batch 522 / 1000  time:  2023-06-22 03:12:18 
Batch 523 / 1000  time:  2023-06-22 03:26:43 
Batch 524 / 1000  time:  2023-06-22 03:41:03 
Batch 525 / 1000  time:  2023-06-22 03:55:22 
Batch 526 / 1000  time:  2023-06-22 04:09:48 
Batch 527 / 1000  time:  2023-06-22 04:24:11 
Batch 528 / 1000  time:  2023-06-22 04:38:30 
Batch 529 / 1000  time:  2023-06-22 04:52:50 
Batch 530 / 1000  time:  2023-06-22 05:07:09 
Batch 531 / 1000  time:  2023-06-22 05:21:33 
Batch 532 / 1000  time:  2023-06-22 05:35:57 
Batch 533 / 1000  time:  2023-06-22 05:50:17 
Batch 534 / 1000  time:  2023-06-22 06:04:42 
Batch 535 / 1000  time:  2023-06-22 06:19:06 
Batch 536 / 1000  time:  2023-06-22 06:33:29 
Batch 537 / 1000  time:  2023-06-22 06:47:49 
Batch 538 / 1000  time:  2023-06-22 07:02:14 
Batch 539 / 1000  time:  2023-06-22 07:16:33 
Batch 540 / 1000  time:  2023-06-22 07:30:53 
Batch 541 / 1000  time:  2023-06-22 07:45:12 
Batch 542 / 1000  time:  2023-06-22 07:59:33 
Batch 543 / 1000  time:  2023-06-22 08:13:58 
Batch 544 / 1000  time:  2023-06-22 08:28:22 
Batch 545 / 1000  time:  2023-06-22 08:42:42 
Batch 546 / 1000  time:  2023-06-22 08:57:02 
Batch 547 / 1000  time:  2023-06-22 09:11:21 
Batch 548 / 1000  time:  2023-06-22 09:25:41 
Batch 549 / 1000  time:  2023-06-22 09:40:02 
Batch 550 / 1000  time:  2023-06-22 09:54:22 
Batch 551 / 1000  time:  2023-06-22 10:08:37 
Batch 552 / 1000  time:  2023-06-22 10:22:51 
Batch 553 / 1000  time:  2023-06-22 10:37:21 
Batch 554 / 1000  time:  2023-06-22 10:51:36 
Batch 555 / 1000  time:  2023-06-22 11:06:00 
Batch 556 / 1000  time:  2023-06-22 11:20:24 
Batch 557 / 1000  time:  2023-06-22 11:34:39 
Batch 558 / 1000  time:  2023-06-22 11:48:56 
Batch 559 / 1000  time:  2023-06-22 12:03:17 
Batch 560 / 1000  time:  2023-06-22 12:17:45 
Batch 561 / 1000  time:  2023-06-22 12:32:02 
Batch 562 / 1000  time:  2023-06-22 12:46:17 
Batch 563 / 1000  time:  2023-06-22 13:00:31 
Batch 564 / 1000  time:  2023-06-22 13:14:52 
Batch 565 / 1000  time:  2023-06-22 13:29:15 
Batch 566 / 1000  time:  2023-06-22 13:43:30 
Batch 567 / 1000  time:  2023-06-22 13:57:54 
Batch 568 / 1000  time:  2023-06-22 14:12:09 
Batch 569 / 1000  time:  2023-06-22 14:26:41 
Batch 570 / 1000  time:  2023-06-22 14:40:57 
Batch 571 / 1000  time:  2023-06-22 14:55:12 
Batch 572 / 1000  time:  2023-06-22 15:09:35 
Batch 573 / 1000  time:  2023-06-22 15:23:50 
Batch 574 / 1000  time:  2023-06-22 15:38:05 
Batch 575 / 1000  time:  2023-06-22 15:52:31 
Batch 576 / 1000  time:  2023-06-22 16:06:52 
Batch 577 / 1000  time:  2023-06-22 16:21:13 
Batch 578 / 1000  time:  2023-06-22 16:35:28 
Batch 579 / 1000  time:  2023-06-22 16:49:55 
Batch 580 / 1000  time:  2023-06-22 17:04:18 
Batch 581 / 1000  time:  2023-06-22 17:18:35 
Batch 582 / 1000  time:  2023-06-22 17:32:51 
Batch 583 / 1000  time:  2023-06-22 17:47:05 
Batch 584 / 1000  time:  2023-06-22 18:01:20 
Batch 585 / 1000  time:  2023-06-22 18:15:34 
Batch 586 / 1000  time:  2023-06-22 18:29:57 
Batch 587 / 1000  time:  2023-06-22 18:44:21 
Batch 588 / 1000  time:  2023-06-22 18:58:39 
Batch 589 / 1000  time:  2023-06-22 19:12:53 
Batch 590 / 1000  time:  2023-06-22 19:27:09 
Batch 591 / 1000  time:  2023-06-22 19:41:33 
Batch 592 / 1000  time:  2023-06-22 19:55:55 
Batch 593 / 1000  time:  2023-06-22 20:10:10 
Batch 594 / 1000  time:  2023-06-22 20:24:33 
Batch 595 / 1000  time:  2023-06-22 20:38:55 
Batch 596 / 1000  time:  2023-06-22 20:53:19 
Batch 597 / 1000  time:  2023-06-22 21:07:36 
Batch 598 / 1000  time:  2023-06-22 21:21:51 
Batch 599 / 1000  time:  2023-06-22 21:36:23 
Batch 600 / 1000  time:  2023-06-22 21:50:43 
Batch 601 / 1000  time:  2023-06-22 22:05:02 
Batch 602 / 1000  time:  2023-06-22 22:19:26 
Batch 603 / 1000  time:  2023-06-22 22:33:49 
Batch 604 / 1000  time:  2023-06-22 22:48:04 
Batch 605 / 1000  time:  2023-06-22 23:02:31 
Batch 606 / 1000  time:  2023-06-22 23:16:49 
Batch 607 / 1000  time:  2023-06-22 23:31:13 
Batch 608 / 1000  time:  2023-06-22 23:45:27 
Batch 609 / 1000  time:  2023-06-22 23:59:41 
Batch 610 / 1000  time:  2023-06-23 00:14:04 
Batch 611 / 1000  time:  2023-06-23 00:28:26 
Batch 612 / 1000  time:  2023-06-23 00:42:40 
Batch 613 / 1000  time:  2023-06-23 00:57:04 
Batch 614 / 1000  time:  2023-06-23 01:11:18 
Batch 615 / 1000  time:  2023-06-23 01:25:37 
Batch 616 / 1000  time:  2023-06-23 01:39:51 
Batch 617 / 1000  time:  2023-06-23 01:54:14 
Batch 618 / 1000  time:  2023-06-23 02:08:40 
Batch 619 / 1000  time:  2023-06-23 02:22:54 
Batch 620 / 1000  time:  2023-06-23 02:37:16 
Batch 621 / 1000  time:  2023-06-23 02:51:30 
Batch 622 / 1000  time:  2023-06-23 03:05:53 
Batch 623 / 1000  time:  2023-06-23 03:20:07 
Batch 624 / 1000  time:  2023-06-23 03:34:29 
Batch 625 / 1000  time:  2023-06-23 03:48:43 
Batch 626 / 1000  time:  2023-06-23 04:02:57 
Batch 627 / 1000  time:  2023-06-23 04:17:23 
Batch 628 / 1000  time:  2023-06-23 04:31:41 
Batch 629 / 1000  time:  2023-06-23 04:45:55 
Batch 630 / 1000  time:  2023-06-23 05:00:09 
Batch 631 / 1000  time:  2023-06-23 05:14:23 
Batch 632 / 1000  time:  2023-06-23 05:28:45 
Batch 633 / 1000  time:  2023-06-23 05:43:07 
Batch 634 / 1000  time:  2023-06-23 05:57:21 
Batch 635 / 1000  time:  2023-06-23 06:11:40 
Batch 636 / 1000  time:  2023-06-23 06:25:54 
Batch 637 / 1000  time:  2023-06-23 06:40:08 
Batch 638 / 1000  time:  2023-06-23 06:54:23 
Batch 639 / 1000  time:  2023-06-23 07:08:46 
Batch 640 / 1000  time:  2023-06-23 07:23:01 
Batch 641 / 1000  time:  2023-06-23 07:37:31 
Batch 642 / 1000  time:  2023-06-23 07:51:52 
Batch 643 / 1000  time:  2023-06-23 08:06:14 
Batch 644 / 1000  time:  2023-06-23 08:20:29 
Batch 645 / 1000  time:  2023-06-23 08:34:43 
Batch 646 / 1000  time:  2023-06-23 08:49:01 
Batch 647 / 1000  time:  2023-06-23 09:03:16 
Batch 648 / 1000  time:  2023-06-23 09:17:30 
Batch 649 / 1000  time:  2023-06-23 09:31:45 
Batch 650 / 1000  time:  2023-06-23 09:46:01 
Batch 651 / 1000  time:  2023-06-23 10:00:16 
Batch 652 / 1000  time:  2023-06-23 10:14:30 
Batch 653 / 1000  time:  2023-06-23 10:28:47 
Batch 654 / 1000  time:  2023-06-23 10:43:14 
Batch 655 / 1000  time:  2023-06-23 10:57:28 
Batch 656 / 1000  time:  2023-06-23 11:11:50 
Batch 657 / 1000  time:  2023-06-23 11:26:04 
Batch 658 / 1000  time:  2023-06-23 11:40:27 
Batch 659 / 1000  time:  2023-06-23 11:54:41 
Batch 660 / 1000  time:  2023-06-23 12:09:04 
Batch 661 / 1000  time:  2023-06-23 12:23:20 
Batch 662 / 1000  time:  2023-06-23 12:37:34 
Batch 663 / 1000  time:  2023-06-23 12:51:57 
Batch 664 / 1000  time:  2023-06-23 13:06:12 
Batch 665 / 1000  time:  2023-06-23 13:20:27 
Batch 666 / 1000  time:  2023-06-23 13:34:42 
Batch 667 / 1000  time:  2023-06-23 13:48:57 
Batch 668 / 1000  time:  2023-06-23 14:03:22 
Batch 669 / 1000  time:  2023-06-23 14:17:53 
Batch 670 / 1000  time:  2023-06-23 14:32:10 
Batch 671 / 1000  time:  2023-06-23 14:46:24 
Batch 672 / 1000  time:  2023-06-23 15:00:39 
Batch 673 / 1000  time:  2023-06-23 15:15:03 
Batch 674 / 1000  time:  2023-06-23 15:29:18 
Batch 675 / 1000  time:  2023-06-23 15:43:37 
Batch 676 / 1000  time:  2023-06-23 15:58:02 
Batch 677 / 1000  time:  2023-06-23 16:12:27 
Batch 678 / 1000  time:  2023-06-23 16:26:41 
Batch 679 / 1000  time:  2023-06-23 16:41:04 
Batch 680 / 1000  time:  2023-06-23 16:55:28 
Batch 681 / 1000  time:  2023-06-23 17:09:43 
Batch 682 / 1000  time:  2023-06-23 17:24:02 
Batch 683 / 1000  time:  2023-06-23 17:38:20 
Batch 684 / 1000  time:  2023-06-23 17:52:42 
Batch 685 / 1000  time:  2023-06-23 18:06:58 
Batch 686 / 1000  time:  2023-06-23 18:21:12 
Batch 687 / 1000  time:  2023-06-23 18:35:27 
Batch 688 / 1000  time:  2023-06-23 18:49:51 
Batch 689 / 1000  time:  2023-06-23 19:04:14 
Batch 690 / 1000  time:  2023-06-23 19:18:32 
Batch 691 / 1000  time:  2023-06-23 19:32:46 
Batch 692 / 1000  time:  2023-06-23 19:47:10 
Batch 693 / 1000  time:  2023-06-23 20:01:24 
Batch 694 / 1000  time:  2023-06-23 20:15:38 
Batch 695 / 1000  time:  2023-06-23 20:30:02 
Batch 696 / 1000  time:  2023-06-23 20:44:16 
Batch 697 / 1000  time:  2023-06-23 20:58:31 
Batch 698 / 1000  time:  2023-06-23 21:12:56 
Batch 699 / 1000  time:  2023-06-23 21:27:20 
Batch 700 / 1000  time:  2023-06-23 21:41:48 
Batch 701 / 1000  time:  2023-06-23 21:56:10 
Batch 702 / 1000  time:  2023-06-23 22:10:24 
Batch 703 / 1000  time:  2023-06-23 22:24:47 
Batch 704 / 1000  time:  2023-06-23 22:39:01 
Batch 705 / 1000  time:  2023-06-23 22:53:20 
Batch 706 / 1000  time:  2023-06-23 23:07:41 
Batch 707 / 1000  time:  2023-06-23 23:22:05 
Batch 708 / 1000  time:  2023-06-23 23:36:24 
Batch 709 / 1000  time:  2023-06-23 23:50:38 
Batch 710 / 1000  time:  2023-06-24 00:05:01 
Batch 711 / 1000  time:  2023-06-24 00:19:18 
Batch 712 / 1000  time:  2023-06-24 00:33:40 
Batch 713 / 1000  time:  2023-06-24 00:47:55 
Batch 714 / 1000  time:  2023-06-24 01:02:17 
Batch 715 / 1000  time:  2023-06-24 01:16:40 
Batch 716 / 1000  time:  2023-06-24 01:31:04 
Batch 717 / 1000  time:  2023-06-24 01:45:22 
Batch 718 / 1000  time:  2023-06-24 01:59:51 
Batch 719 / 1000  time:  2023-06-24 02:14:11 
Batch 720 / 1000  time:  2023-06-24 02:28:30 
Batch 721 / 1000  time:  2023-06-24 02:42:54 
Batch 722 / 1000  time:  2023-06-24 02:57:15 
Batch 723 / 1000  time:  2023-06-24 03:11:34 
Batch 724 / 1000  time:  2023-06-24 03:25:54 
Batch 725 / 1000  time:  2023-06-24 03:40:14 
Batch 726 / 1000  time:  2023-06-24 03:54:33 
Batch 727 / 1000  time:  2023-06-24 04:08:57 
Batch 728 / 1000  time:  2023-06-24 04:23:21 
Batch 729 / 1000  time:  2023-06-24 04:37:40 
Batch 730 / 1000  time:  2023-06-24 04:51:59 
Batch 731 / 1000  time:  2023-06-24 05:06:19 
Batch 732 / 1000  time:  2023-06-24 05:20:37 
Batch 733 / 1000  time:  2023-06-24 05:34:57 
Batch 734 / 1000  time:  2023-06-24 05:49:26 
Batch 735 / 1000  time:  2023-06-24 06:03:55 
Batch 736 / 1000  time:  2023-06-24 06:18:15 
Batch 737 / 1000  time:  2023-06-24 06:32:44 
Batch 738 / 1000  time:  2023-06-24 06:47:04 
Batch 739 / 1000  time:  2023-06-24 07:01:23 
Batch 740 / 1000  time:  2023-06-24 07:15:44 
Batch 741 / 1000  time:  2023-06-24 07:30:01 
Batch 742 / 1000  time:  2023-06-24 07:44:25 
Batch 743 / 1000  time:  2023-06-24 07:58:44 
Batch 744 / 1000  time:  2023-06-24 08:13:07 
Batch 745 / 1000  time:  2023-06-24 08:27:26 
Batch 746 / 1000  time:  2023-06-24 08:41:45 
Batch 747 / 1000  time:  2023-06-24 08:56:09 
Batch 748 / 1000  time:  2023-06-24 09:10:33 
Batch 749 / 1000  time:  2023-06-24 09:24:53 
Batch 750 / 1000  time:  2023-06-24 09:39:13 
Batch 751 / 1000  time:  2023-06-24 09:53:34 
Batch 752 / 1000  time:  2023-06-24 10:07:53 
Batch 753 / 1000  time:  2023-06-24 10:22:22 
Batch 754 / 1000  time:  2023-06-24 10:36:41 
Batch 755 / 1000  time:  2023-06-24 10:51:12 
Batch 756 / 1000  time:  2023-06-24 11:05:31 
Batch 757 / 1000  time:  2023-06-24 11:19:51 
Batch 758 / 1000  time:  2023-06-24 11:34:16 
Batch 759 / 1000  time:  2023-06-24 11:48:35 
Batch 760 / 1000  time:  2023-06-24 12:02:55 
Batch 761 / 1000  time:  2023-06-24 12:17:14 
Batch 762 / 1000  time:  2023-06-24 12:31:34 
Batch 763 / 1000  time:  2023-06-24 12:45:56 
Batch 764 / 1000  time:  2023-06-24 13:00:24 
Batch 765 / 1000  time:  2023-06-24 13:14:49 
Batch 766 / 1000  time:  2023-06-24 13:29:22 
Batch 767 / 1000  time:  2023-06-24 13:43:48 
Batch 768 / 1000  time:  2023-06-24 13:58:16 
Batch 769 / 1000  time:  2023-06-24 14:12:37 
Batch 770 / 1000  time:  2023-06-24 14:26:58 
Batch 771 / 1000  time:  2023-06-24 14:41:23 
Batch 772 / 1000  time:  2023-06-24 14:55:42 
Batch 773 / 1000  time:  2023-06-24 15:10:03 
Batch 774 / 1000  time:  2023-06-24 15:24:27 
Batch 775 / 1000  time:  2023-06-24 15:38:47 
Batch 776 / 1000  time:  2023-06-24 15:53:07 
Batch 777 / 1000  time:  2023-06-24 16:07:27 
Batch 778 / 1000  time:  2023-06-24 16:21:46 
Batch 779 / 1000  time:  2023-06-24 16:36:05 
Batch 780 / 1000  time:  2023-06-24 16:50:25 
Batch 781 / 1000  time:  2023-06-24 17:04:45 
Batch 782 / 1000  time:  2023-06-24 17:19:04 
Batch 783 / 1000  time:  2023-06-24 17:33:25 
Batch 784 / 1000  time:  2023-06-24 17:47:49 
Batch 785 / 1000  time:  2023-06-24 18:02:09 
Batch 786 / 1000  time:  2023-06-24 18:16:31 
Batch 787 / 1000  time:  2023-06-24 18:30:55 
Batch 788 / 1000  time:  2023-06-24 18:45:15 
Batch 789 / 1000  time:  2023-06-24 18:59:36 
Batch 790 / 1000  time:  2023-06-24 19:13:55 
Batch 791 / 1000  time:  2023-06-24 19:28:14 
Batch 792 / 1000  time:  2023-06-24 19:42:35 
Batch 793 / 1000  time:  2023-06-24 19:56:54 
Batch 794 / 1000  time:  2023-06-24 20:11:18 
Batch 795 / 1000  time:  2023-06-24 20:25:37 
Batch 796 / 1000  time:  2023-06-24 20:39:57 
Batch 797 / 1000  time:  2023-06-24 20:54:17 
Batch 798 / 1000  time:  2023-06-24 21:08:42 
Batch 799 / 1000  time:  2023-06-24 21:23:02 
Batch 800 / 1000  time:  2023-06-24 21:37:21 
Batch 801 / 1000  time:  2023-06-24 21:51:41 
Batch 802 / 1000  time:  2023-06-24 22:06:00 
Batch 803 / 1000  time:  2023-06-24 22:20:20 
Batch 804 / 1000  time:  2023-06-24 22:34:39 
Batch 805 / 1000  time:  2023-06-24 22:49:09 
Batch 806 / 1000  time:  2023-06-24 23:03:29 
Batch 807 / 1000  time:  2023-06-24 23:17:49 
Batch 808 / 1000  time:  2023-06-24 23:32:13 
Batch 809 / 1000  time:  2023-06-24 23:46:38 
Batch 810 / 1000  time:  2023-06-25 00:00:57 
Batch 811 / 1000  time:  2023-06-25 00:15:17 
Batch 812 / 1000  time:  2023-06-25 00:29:36 
Batch 813 / 1000  time:  2023-06-25 00:43:57 
Batch 814 / 1000  time:  2023-06-25 00:58:18 
Batch 815 / 1000  time:  2023-06-25 01:12:42 
Batch 816 / 1000  time:  2023-06-25 01:27:07 
Batch 817 / 1000  time:  2023-06-25 01:41:32 
Batch 818 / 1000  time:  2023-06-25 01:55:52 
Batch 819 / 1000  time:  2023-06-25 02:10:12 
Batch 820 / 1000  time:  2023-06-25 02:24:33 
Batch 821 / 1000  time:  2023-06-25 02:38:57 
Batch 822 / 1000  time:  2023-06-25 02:53:18 
Batch 823 / 1000  time:  2023-06-25 03:07:39 
Batch 824 / 1000  time:  2023-06-25 03:22:01 
Batch 825 / 1000  time:  2023-06-25 03:36:19 
Batch 826 / 1000  time:  2023-06-25 03:50:42 
Batch 827 / 1000  time:  2023-06-25 04:05:02 
Batch 828 / 1000  time:  2023-06-25 04:19:22 
Batch 829 / 1000  time:  2023-06-25 04:33:44 
Batch 830 / 1000  time:  2023-06-25 04:48:03 
Batch 831 / 1000  time:  2023-06-25 05:02:22 
Batch 832 / 1000  time:  2023-06-25 05:16:46 
Batch 833 / 1000  time:  2023-06-25 05:31:04 
Batch 834 / 1000  time:  2023-06-25 05:45:24 
Batch 835 / 1000  time:  2023-06-25 05:59:39 
Batch 836 / 1000  time:  2023-06-25 06:14:09 
Batch 837 / 1000  time:  2023-06-25 06:28:33 
Batch 838 / 1000  time:  2023-06-25 06:42:57 
Batch 839 / 1000  time:  2023-06-25 06:57:24 
Batch 840 / 1000  time:  2023-06-25 07:11:50 
Batch 841 / 1000  time:  2023-06-25 07:26:12 
Batch 842 / 1000  time:  2023-06-25 07:40:39 
Batch 843 / 1000  time:  2023-06-25 07:54:59 
Batch 844 / 1000  time:  2023-06-25 08:09:24 
Batch 845 / 1000  time:  2023-06-25 08:23:46 
Batch 846 / 1000  time:  2023-06-25 08:38:06 
Batch 847 / 1000  time:  2023-06-25 08:52:28 
Batch 848 / 1000  time:  2023-06-25 09:06:53 
Batch 849 / 1000  time:  2023-06-25 09:21:17 
Batch 850 / 1000  time:  2023-06-25 09:35:44 
Batch 851 / 1000  time:  2023-06-25 09:50:08 
Batch 852 / 1000  time:  2023-06-25 10:04:30 
Batch 853 / 1000  time:  2023-06-25 10:19:01 
Batch 854 / 1000  time:  2023-06-25 10:33:21 
Batch 855 / 1000  time:  2023-06-25 10:47:47 
Batch 856 / 1000  time:  2023-06-25 11:02:12 
Batch 857 / 1000  time:  2023-06-25 11:16:33 
Batch 858 / 1000  time:  2023-06-25 11:30:53 
Batch 859 / 1000  time:  2023-06-25 11:45:15 
Batch 860 / 1000  time:  2023-06-25 11:59:36 
Batch 861 / 1000  time:  2023-06-25 12:13:57 
Batch 862 / 1000  time:  2023-06-25 12:28:18 
Batch 863 / 1000  time:  2023-06-25 12:42:47 
Batch 864 / 1000  time:  2023-06-25 12:57:16 
Batch 865 / 1000  time:  2023-06-25 13:11:42 
Batch 866 / 1000  time:  2023-06-25 13:26:02 
Batch 867 / 1000  time:  2023-06-25 13:40:22 
Batch 868 / 1000  time:  2023-06-25 13:54:41 
Batch 869 / 1000  time:  2023-06-25 14:09:06 
Batch 870 / 1000  time:  2023-06-25 14:23:24 
Batch 871 / 1000  time:  2023-06-25 14:37:49 
Batch 872 / 1000  time:  2023-06-25 14:52:07 
Batch 873 / 1000  time:  2023-06-25 15:06:26 
Batch 874 / 1000  time:  2023-06-25 15:20:46 
Batch 875 / 1000  time:  2023-06-25 15:35:10 
Batch 876 / 1000  time:  2023-06-25 15:49:29 
Batch 877 / 1000  time:  2023-06-25 16:03:50 
Batch 878 / 1000  time:  2023-06-25 16:18:11 
Batch 879 / 1000  time:  2023-06-25 16:32:32 
Batch 880 / 1000  time:  2023-06-25 16:47:03 
Batch 881 / 1000  time:  2023-06-25 17:01:27 
Batch 882 / 1000  time:  2023-06-25 17:15:46 
Batch 883 / 1000  time:  2023-06-25 17:30:10 
Batch 884 / 1000  time:  2023-06-25 17:44:41 
Batch 885 / 1000  time:  2023-06-25 17:59:01 
Batch 886 / 1000  time:  2023-06-25 18:13:24 
Batch 887 / 1000  time:  2023-06-25 18:27:42 
Batch 888 / 1000  time:  2023-06-25 18:42:01 
Batch 889 / 1000  time:  2023-06-25 18:56:23 
Batch 890 / 1000  time:  2023-06-25 19:10:43 
Batch 891 / 1000  time:  2023-06-25 19:25:03 
Batch 892 / 1000  time:  2023-06-25 19:39:25 
Batch 893 / 1000  time:  2023-06-25 19:53:47 
Batch 894 / 1000  time:  2023-06-25 20:08:06 
Batch 895 / 1000  time:  2023-06-25 20:22:29 
Batch 896 / 1000  time:  2023-06-25 20:36:50 
Batch 897 / 1000  time:  2023-06-25 20:51:09 
Batch 898 / 1000  time:  2023-06-25 21:05:29 
Batch 899 / 1000  time:  2023-06-25 21:19:49 
Batch 900 / 1000  time:  2023-06-25 21:34:08 
Batch 901 / 1000  time:  2023-06-25 21:48:27 
Batch 902 / 1000  time:  2023-06-25 22:02:46 
Batch 903 / 1000  time:  2023-06-25 22:17:06 
Batch 904 / 1000  time:  2023-06-25 22:31:26 
Batch 905 / 1000  time:  2023-06-25 22:45:49 
Batch 906 / 1000  time:  2023-06-25 23:00:07 
Batch 907 / 1000  time:  2023-06-25 23:14:28 
Batch 908 / 1000  time:  2023-06-25 23:28:52 
Batch 909 / 1000  time:  2023-06-25 23:43:22 
Batch 910 / 1000  time:  2023-06-25 23:57:49 
Batch 911 / 1000  time:  2023-06-26 00:12:09 
Batch 912 / 1000  time:  2023-06-26 00:26:34 
Batch 913 / 1000  time:  2023-06-26 00:41:02 
Batch 914 / 1000  time:  2023-06-26 00:55:29 
Batch 915 / 1000  time:  2023-06-26 01:09:49 
Batch 916 / 1000  time:  2023-06-26 01:24:14 
Batch 917 / 1000  time:  2023-06-26 01:38:33 
Batch 918 / 1000  time:  2023-06-26 01:52:56 
Batch 919 / 1000  time:  2023-06-26 02:07:21 
Batch 920 / 1000  time:  2023-06-26 02:21:41 
Batch 921 / 1000  time:  2023-06-26 02:36:07 
Batch 922 / 1000  time:  2023-06-26 02:50:27 
Batch 923 / 1000  time:  2023-06-26 03:04:46 
Batch 924 / 1000  time:  2023-06-26 03:19:05 
Batch 925 / 1000  time:  2023-06-26 03:33:27 
Batch 926 / 1000  time:  2023-06-26 03:47:49 
Batch 927 / 1000  time:  2023-06-26 04:02:11 
Batch 928 / 1000  time:  2023-06-26 04:16:35 
Batch 929 / 1000  time:  2023-06-26 04:30:55 
Batch 930 / 1000  time:  2023-06-26 04:45:21 
Batch 931 / 1000  time:  2023-06-26 04:59:45 
Batch 932 / 1000  time:  2023-06-26 05:14:08 
Batch 933 / 1000  time:  2023-06-26 05:28:28 
Batch 934 / 1000  time:  2023-06-26 05:42:47 
Batch 935 / 1000  time:  2023-06-26 05:57:07 
Batch 936 / 1000  time:  2023-06-26 06:11:26 
Batch 937 / 1000  time:  2023-06-26 06:25:46 
Batch 938 / 1000  time:  2023-06-26 06:40:06 
Batch 939 / 1000  time:  2023-06-26 06:54:27 
Batch 940 / 1000  time:  2023-06-26 07:08:48 
Batch 941 / 1000  time:  2023-06-26 07:23:07 
Batch 942 / 1000  time:  2023-06-26 07:37:28 
Batch 943 / 1000  time:  2023-06-26 07:51:48 
Batch 944 / 1000  time:  2023-06-26 08:06:09 
Batch 945 / 1000  time:  2023-06-26 08:20:31 
Batch 946 / 1000  time:  2023-06-26 08:34:50 
Batch 947 / 1000  time:  2023-06-26 08:49:10 
Batch 948 / 1000  time:  2023-06-26 09:03:30 
Batch 949 / 1000  time:  2023-06-26 09:17:52 
Batch 950 / 1000  time:  2023-06-26 09:32:10 
Batch 951 / 1000  time:  2023-06-26 09:46:36 
Batch 952 / 1000  time:  2023-06-26 10:00:56 
Batch 953 / 1000  time:  2023-06-26 10:15:18 
Batch 954 / 1000  time:  2023-06-26 10:29:40 
Batch 955 / 1000  time:  2023-06-26 10:44:01 
Batch 956 / 1000  time:  2023-06-26 10:58:22 
Batch 957 / 1000  time:  2023-06-26 11:12:41 
Batch 958 / 1000  time:  2023-06-26 11:27:08 
Batch 959 / 1000  time:  2023-06-26 11:41:52 
Batch 960 / 1000  time:  2023-06-26 11:56:21 
Batch 961 / 1000  time:  2023-06-26 12:10:55 
Batch 962 / 1000  time:  2023-06-26 12:25:22 
Batch 963 / 1000  time:  2023-06-26 12:40:00 
Batch 964 / 1000  time:  2023-06-26 12:54:34 
Batch 965 / 1000  time:  2023-06-26 13:09:02 
Batch 966 / 1000  time:  2023-06-26 13:23:29 
Batch 967 / 1000  time:  2023-06-26 13:37:54 
Batch 968 / 1000  time:  2023-06-26 13:52:25 
Batch 969 / 1000  time:  2023-06-26 14:06:55 
Batch 970 / 1000  time:  2023-06-26 14:21:33 
Batch 971 / 1000  time:  2023-06-26 14:36:03 
Batch 972 / 1000  time:  2023-06-26 14:50:34 
Batch 973 / 1000  time:  2023-06-26 15:05:03 
Batch 974 / 1000  time:  2023-06-26 15:19:41 
Batch 975 / 1000  time:  2023-06-26 15:34:13 
Batch 976 / 1000  time:  2023-06-26 15:48:42 
Batch 977 / 1000  time:  2023-06-26 16:03:19 
Batch 978 / 1000  time:  2023-06-26 16:17:54 
Batch 979 / 1000  time:  2023-06-26 16:32:28 
Batch 980 / 1000  time:  2023-06-26 16:47:05 
Batch 981 / 1000  time:  2023-06-26 17:01:26 
Batch 982 / 1000  time:  2023-06-26 17:15:46 
Batch 983 / 1000  time:  2023-06-26 17:30:05 
Batch 984 / 1000  time:  2023-06-26 17:44:31 
Batch 985 / 1000  time:  2023-06-26 17:58:54 
Batch 986 / 1000  time:  2023-06-26 18:13:16 
Batch 987 / 1000  time:  2023-06-26 18:27:41 
Batch 988 / 1000  time:  2023-06-26 18:42:06 
Batch 989 / 1000  time:  2023-06-26 18:56:30 
Batch 990 / 1000  time:  2023-06-26 19:10:53 
Batch 991 / 1000  time:  2023-06-26 19:25:19 
Batch 992 / 1000  time:  2023-06-26 19:39:43 
Batch 993 / 1000  time:  2023-06-26 19:54:06 
Batch 994 / 1000  time:  2023-06-26 20:08:32 
