Empirical aplication  swissRailWays  has began at: 2023-06-15 18:49:49 
Batch 497 / 2000  time:  2023-06-19 05:19:24 
Batch 498 / 2000  time:  2023-06-19 05:29:22 
Batch 499 / 2000  time:  2023-06-19 05:39:17 
Batch 500 / 2000  time:  2023-06-19 05:49:12 
Batch 501 / 2000  time:  2023-06-19 05:59:11 
Batch 502 / 2000  time:  2023-06-19 06:09:06 
Batch 503 / 2000  time:  2023-06-19 06:19:03 
Batch 504 / 2000  time:  2023-06-19 06:29:00 
Batch 505 / 2000  time:  2023-06-19 06:38:54 
Batch 506 / 2000  time:  2023-06-19 06:48:51 
Batch 507 / 2000  time:  2023-06-19 06:58:44 
Batch 508 / 2000  time:  2023-06-19 07:08:36 
Batch 509 / 2000  time:  2023-06-19 07:18:38 
Batch 510 / 2000  time:  2023-06-19 07:28:32 
Batch 511 / 2000  time:  2023-06-19 07:38:26 
Batch 512 / 2000  time:  2023-06-19 07:48:20 
Batch 513 / 2000  time:  2023-06-19 07:58:17 
Batch 514 / 2000  time:  2023-06-19 08:08:11 
Batch 515 / 2000  time:  2023-06-19 08:18:05 
Batch 516 / 2000  time:  2023-06-19 08:28:02 
Batch 517 / 2000  time:  2023-06-19 08:37:56 
Batch 518 / 2000  time:  2023-06-19 08:47:52 
Batch 519 / 2000  time:  2023-06-19 08:57:48 
Batch 520 / 2000  time:  2023-06-19 09:07:43 
Batch 521 / 2000  time:  2023-06-19 09:17:45 
Batch 522 / 2000  time:  2023-06-19 09:27:40 
Batch 523 / 2000  time:  2023-06-19 09:37:34 
Batch 524 / 2000  time:  2023-06-19 09:47:27 
Batch 525 / 2000  time:  2023-06-19 09:57:25 
Batch 526 / 2000  time:  2023-06-19 10:07:18 
Batch 527 / 2000  time:  2023-06-19 10:17:13 
Batch 528 / 2000  time:  2023-06-19 10:27:06 
Batch 529 / 2000  time:  2023-06-19 10:37:01 
Batch 530 / 2000  time:  2023-06-19 10:46:56 
Batch 531 / 2000  time:  2023-06-19 10:56:49 
Batch 532 / 2000  time:  2023-06-19 11:06:48 
Batch 533 / 2000  time:  2023-06-19 11:16:42 
Batch 534 / 2000  time:  2023-06-19 11:26:35 
Batch 535 / 2000  time:  2023-06-19 11:36:30 
Batch 536 / 2000  time:  2023-06-19 11:46:28 
Batch 537 / 2000  time:  2023-06-19 11:56:25 
Batch 538 / 2000  time:  2023-06-19 12:06:19 
Batch 539 / 2000  time:  2023-06-19 12:16:12 
Batch 540 / 2000  time:  2023-06-19 12:26:08 
Batch 541 / 2000  time:  2023-06-19 12:36:05 
Batch 542 / 2000  time:  2023-06-19 12:46:00 
Batch 543 / 2000  time:  2023-06-19 12:55:54 
Batch 544 / 2000  time:  2023-06-19 13:05:53 
Batch 545 / 2000  time:  2023-06-19 13:15:48 
Batch 546 / 2000  time:  2023-06-19 13:25:43 
Batch 547 / 2000  time:  2023-06-19 13:35:38 
Batch 548 / 2000  time:  2023-06-19 13:45:35 
Batch 549 / 2000  time:  2023-06-19 13:55:33 
Batch 550 / 2000  time:  2023-06-19 14:05:27 
Batch 551 / 2000  time:  2023-06-19 14:15:23 
Batch 552 / 2000  time:  2023-06-19 14:25:19 
Batch 553 / 2000  time:  2023-06-19 14:35:14 
Batch 554 / 2000  time:  2023-06-19 14:45:07 
Batch 555 / 2000  time:  2023-06-19 14:55:02 
Batch 556 / 2000  time:  2023-06-19 15:04:57 
Batch 557 / 2000  time:  2023-06-19 15:14:50 
Batch 558 / 2000  time:  2023-06-19 15:24:48 
Batch 559 / 2000  time:  2023-06-19 15:34:43 
Batch 560 / 2000  time:  2023-06-19 15:44:37 
Batch 561 / 2000  time:  2023-06-19 15:54:32 
Batch 562 / 2000  time:  2023-06-19 16:04:27 
Batch 563 / 2000  time:  2023-06-19 16:14:22 
Batch 564 / 2000  time:  2023-06-19 16:24:15 
Batch 565 / 2000  time:  2023-06-19 16:34:10 
Batch 566 / 2000  time:  2023-06-19 16:44:05 
Batch 567 / 2000  time:  2023-06-19 16:53:58 
Batch 568 / 2000  time:  2023-06-19 17:03:54 
Batch 569 / 2000  time:  2023-06-19 17:13:50 
Batch 570 / 2000  time:  2023-06-19 17:23:44 
Batch 571 / 2000  time:  2023-06-19 17:33:40 
Batch 572 / 2000  time:  2023-06-19 17:43:35 
Batch 573 / 2000  time:  2023-06-19 17:53:30 
Batch 574 / 2000  time:  2023-06-19 18:03:26 
Batch 575 / 2000  time:  2023-06-19 18:13:21 
Batch 576 / 2000  time:  2023-06-19 18:23:14 
Batch 577 / 2000  time:  2023-06-19 18:33:08 
Batch 578 / 2000  time:  2023-06-19 18:43:02 
Batch 579 / 2000  time:  2023-06-19 18:52:57 
Batch 580 / 2000  time:  2023-06-19 19:02:55 
Batch 581 / 2000  time:  2023-06-19 19:12:48 
Batch 582 / 2000  time:  2023-06-19 19:22:45 
Batch 583 / 2000  time:  2023-06-19 19:32:39 
Batch 584 / 2000  time:  2023-06-19 19:42:36 
Batch 585 / 2000  time:  2023-06-19 19:52:31 
Batch 586 / 2000  time:  2023-06-19 20:02:28 
Batch 587 / 2000  time:  2023-06-19 20:12:23 
Batch 588 / 2000  time:  2023-06-19 20:22:24 
Batch 589 / 2000  time:  2023-06-19 20:32:18 
Batch 590 / 2000  time:  2023-06-19 20:42:11 
Batch 591 / 2000  time:  2023-06-19 20:52:05 
Batch 592 / 2000  time:  2023-06-19 21:01:58 
Batch 593 / 2000  time:  2023-06-19 21:11:52 
Batch 594 / 2000  time:  2023-06-19 21:21:44 
Batch 595 / 2000  time:  2023-06-19 21:31:38 
Batch 596 / 2000  time:  2023-06-19 21:41:37 
Batch 597 / 2000  time:  2023-06-19 21:51:40 
Batch 598 / 2000  time:  2023-06-19 22:01:38 
Batch 599 / 2000  time:  2023-06-19 22:11:38 
Batch 600 / 2000  time:  2023-06-19 22:21:34 
Batch 601 / 2000  time:  2023-06-19 22:31:38 
Batch 602 / 2000  time:  2023-06-19 22:41:36 
Batch 603 / 2000  time:  2023-06-19 22:51:34 
Batch 604 / 2000  time:  2023-06-19 23:01:34 
Batch 605 / 2000  time:  2023-06-19 23:11:34 
Batch 606 / 2000  time:  2023-06-19 23:21:31 
Batch 607 / 2000  time:  2023-06-19 23:31:29 
Batch 608 / 2000  time:  2023-06-19 23:41:26 
Batch 609 / 2000  time:  2023-06-19 23:51:28 
Batch 610 / 2000  time:  2023-06-20 00:01:23 
Batch 611 / 2000  time:  2023-06-20 00:11:20 
Batch 612 / 2000  time:  2023-06-20 00:21:23 
Batch 613 / 2000  time:  2023-06-20 00:31:21 
Batch 614 / 2000  time:  2023-06-20 00:41:15 
Batch 615 / 2000  time:  2023-06-20 00:51:18 
Batch 616 / 2000  time:  2023-06-20 01:01:21 
Batch 617 / 2000  time:  2023-06-20 01:11:19 
Batch 618 / 2000  time:  2023-06-20 01:21:17 
Batch 619 / 2000  time:  2023-06-20 01:31:10 
Batch 620 / 2000  time:  2023-06-20 01:41:07 
Batch 621 / 2000  time:  2023-06-20 01:51:00 
Batch 622 / 2000  time:  2023-06-20 02:00:58 
Batch 623 / 2000  time:  2023-06-20 02:10:56 
Batch 624 / 2000  time:  2023-06-20 02:20:54 
Batch 625 / 2000  time:  2023-06-20 02:30:56 
Batch 626 / 2000  time:  2023-06-20 02:40:56 
Batch 627 / 2000  time:  2023-06-20 02:51:00 
Batch 628 / 2000  time:  2023-06-20 03:00:57 
Batch 629 / 2000  time:  2023-06-20 03:10:52 
Batch 630 / 2000  time:  2023-06-20 03:20:45 
Batch 631 / 2000  time:  2023-06-20 03:30:43 
Batch 632 / 2000  time:  2023-06-20 03:40:41 
Batch 633 / 2000  time:  2023-06-20 03:50:43 
Batch 634 / 2000  time:  2023-06-20 04:00:42 
Batch 635 / 2000  time:  2023-06-20 04:10:35 
Batch 636 / 2000  time:  2023-06-20 04:20:36 
Batch 637 / 2000  time:  2023-06-20 04:30:32 
Batch 638 / 2000  time:  2023-06-20 04:40:31 
Batch 639 / 2000  time:  2023-06-20 04:50:34 
Batch 640 / 2000  time:  2023-06-20 05:00:32 
Batch 641 / 2000  time:  2023-06-20 05:10:25 
Batch 642 / 2000  time:  2023-06-20 05:20:24 
Batch 643 / 2000  time:  2023-06-20 05:30:25 
Batch 644 / 2000  time:  2023-06-20 05:40:23 
Batch 645 / 2000  time:  2023-06-20 05:50:27 
Batch 646 / 2000  time:  2023-06-20 06:00:26 
Batch 647 / 2000  time:  2023-06-20 06:10:21 
Batch 648 / 2000  time:  2023-06-20 06:20:22 
Batch 649 / 2000  time:  2023-06-20 06:30:20 
Batch 650 / 2000  time:  2023-06-20 06:40:18 
Batch 651 / 2000  time:  2023-06-20 06:50:15 
Batch 652 / 2000  time:  2023-06-20 07:00:15 
Batch 653 / 2000  time:  2023-06-20 07:10:18 
Batch 654 / 2000  time:  2023-06-20 07:20:20 
Batch 655 / 2000  time:  2023-06-20 07:30:14 
Batch 656 / 2000  time:  2023-06-20 07:40:08 
Batch 657 / 2000  time:  2023-06-20 07:50:11 
Batch 658 / 2000  time:  2023-06-20 08:00:09 
Batch 659 / 2000  time:  2023-06-20 08:10:13 
Batch 660 / 2000  time:  2023-06-20 08:20:10 
Batch 661 / 2000  time:  2023-06-20 08:30:13 
Batch 662 / 2000  time:  2023-06-20 08:40:11 
Batch 663 / 2000  time:  2023-06-20 08:50:05 
Batch 664 / 2000  time:  2023-06-20 09:00:08 
Batch 665 / 2000  time:  2023-06-20 09:10:07 
Batch 666 / 2000  time:  2023-06-20 09:20:01 
Batch 667 / 2000  time:  2023-06-20 09:29:57 
Batch 668 / 2000  time:  2023-06-20 09:39:59 
Batch 669 / 2000  time:  2023-06-20 09:50:03 
Batch 670 / 2000  time:  2023-06-20 10:00:02 
Batch 671 / 2000  time:  2023-06-20 10:09:59 
Batch 672 / 2000  time:  2023-06-20 10:19:57 
Batch 673 / 2000  time:  2023-06-20 10:30:00 
Batch 674 / 2000  time:  2023-06-20 10:39:53 
Batch 675 / 2000  time:  2023-06-20 10:49:49 
Batch 676 / 2000  time:  2023-06-20 10:59:43 
Batch 677 / 2000  time:  2023-06-20 11:09:36 
Batch 678 / 2000  time:  2023-06-20 11:19:29 
Batch 679 / 2000  time:  2023-06-20 11:29:28 
Batch 680 / 2000  time:  2023-06-20 11:39:27 
Batch 681 / 2000  time:  2023-06-20 11:49:21 
Batch 682 / 2000  time:  2023-06-20 11:59:19 
Batch 683 / 2000  time:  2023-06-20 12:09:22 
Batch 684 / 2000  time:  2023-06-20 12:19:20 
Batch 685 / 2000  time:  2023-06-20 12:29:19 
Batch 686 / 2000  time:  2023-06-20 12:39:18 
Batch 687 / 2000  time:  2023-06-20 12:49:12 
Batch 688 / 2000  time:  2023-06-20 12:59:10 
Batch 689 / 2000  time:  2023-06-20 13:09:04 
Batch 690 / 2000  time:  2023-06-20 13:19:07 
Batch 691 / 2000  time:  2023-06-20 13:29:07 
Batch 692 / 2000  time:  2023-06-20 13:39:03 
Batch 693 / 2000  time:  2023-06-20 13:48:58 
Batch 694 / 2000  time:  2023-06-20 13:58:53 
Batch 695 / 2000  time:  2023-06-20 14:08:46 
Batch 696 / 2000  time:  2023-06-20 14:18:45 
Batch 697 / 2000  time:  2023-06-20 14:28:43 
Batch 698 / 2000  time:  2023-06-20 14:38:36 
Batch 699 / 2000  time:  2023-06-20 14:48:33 
Batch 700 / 2000  time:  2023-06-20 14:58:30 
Batch 701 / 2000  time:  2023-06-20 15:08:23 
Batch 702 / 2000  time:  2023-06-20 15:18:19 
Batch 703 / 2000  time:  2023-06-20 15:28:20 
Batch 704 / 2000  time:  2023-06-20 15:38:21 
Batch 705 / 2000  time:  2023-06-20 15:48:13 
Batch 706 / 2000  time:  2023-06-20 15:58:14 
Batch 707 / 2000  time:  2023-06-20 16:08:13 
Batch 708 / 2000  time:  2023-06-20 16:18:11 
Batch 709 / 2000  time:  2023-06-20 16:28:09 
Batch 710 / 2000  time:  2023-06-20 16:38:13 
Batch 711 / 2000  time:  2023-06-20 16:48:16 
Batch 712 / 2000  time:  2023-06-20 16:58:08 
Batch 713 / 2000  time:  2023-06-20 17:08:06 
Batch 714 / 2000  time:  2023-06-20 17:18:10 
Batch 715 / 2000  time:  2023-06-20 17:28:07 
Batch 716 / 2000  time:  2023-06-20 17:38:01 
Batch 717 / 2000  time:  2023-06-20 17:47:57 
Batch 718 / 2000  time:  2023-06-20 17:57:50 
Batch 719 / 2000  time:  2023-06-20 18:07:43 
Batch 720 / 2000  time:  2023-06-20 18:17:35 
Batch 721 / 2000  time:  2023-06-20 18:27:31 
Batch 722 / 2000  time:  2023-06-20 18:37:23 
Batch 723 / 2000  time:  2023-06-20 18:47:27 
Batch 724 / 2000  time:  2023-06-20 18:57:19 
Batch 725 / 2000  time:  2023-06-20 19:07:14 
Batch 726 / 2000  time:  2023-06-20 19:17:09 
Batch 727 / 2000  time:  2023-06-20 19:27:03 
Batch 728 / 2000  time:  2023-06-20 19:36:57 
Batch 729 / 2000  time:  2023-06-20 19:46:54 
Batch 730 / 2000  time:  2023-06-20 19:56:47 
Batch 731 / 2000  time:  2023-06-20 20:06:43 
Batch 732 / 2000  time:  2023-06-20 20:16:37 
Batch 733 / 2000  time:  2023-06-20 20:26:31 
Batch 734 / 2000  time:  2023-06-20 20:36:30 
Batch 735 / 2000  time:  2023-06-20 20:46:27 
Batch 736 / 2000  time:  2023-06-20 20:56:23 
Batch 737 / 2000  time:  2023-06-20 21:06:19 
Batch 738 / 2000  time:  2023-06-20 21:16:13 
Batch 739 / 2000  time:  2023-06-20 21:26:14 
Batch 740 / 2000  time:  2023-06-20 21:36:10 
Batch 741 / 2000  time:  2023-06-20 21:46:04 
Batch 742 / 2000  time:  2023-06-20 21:56:00 
Batch 743 / 2000  time:  2023-06-20 22:05:59 
Batch 744 / 2000  time:  2023-06-20 22:15:53 
Batch 745 / 2000  time:  2023-06-20 22:25:48 
Batch 746 / 2000  time:  2023-06-20 22:35:49 
Batch 747 / 2000  time:  2023-06-20 22:45:43 
Batch 748 / 2000  time:  2023-06-20 22:55:40 
Batch 749 / 2000  time:  2023-06-20 23:05:39 
Batch 750 / 2000  time:  2023-06-20 23:15:33 
Batch 751 / 2000  time:  2023-06-20 23:25:28 
Batch 752 / 2000  time:  2023-06-20 23:35:32 
Batch 753 / 2000  time:  2023-06-20 23:45:25 
Batch 754 / 2000  time:  2023-06-20 23:55:23 
Batch 755 / 2000  time:  2023-06-21 00:05:23 
Batch 756 / 2000  time:  2023-06-21 00:15:22 
Batch 757 / 2000  time:  2023-06-21 00:25:21 
Batch 758 / 2000  time:  2023-06-21 00:35:16 
Batch 759 / 2000  time:  2023-06-21 00:45:18 
Batch 760 / 2000  time:  2023-06-21 00:55:17 
Batch 761 / 2000  time:  2023-06-21 01:05:11 
Batch 762 / 2000  time:  2023-06-21 01:15:07 
Batch 763 / 2000  time:  2023-06-21 01:25:03 
Batch 764 / 2000  time:  2023-06-21 01:35:02 
Batch 765 / 2000  time:  2023-06-21 01:45:05 
Batch 766 / 2000  time:  2023-06-21 01:55:00 
Batch 767 / 2000  time:  2023-06-21 02:05:01 
Batch 768 / 2000  time:  2023-06-21 02:14:57 
Batch 769 / 2000  time:  2023-06-21 02:24:51 
Batch 770 / 2000  time:  2023-06-21 02:34:45 
Batch 771 / 2000  time:  2023-06-21 02:44:45 
Batch 772 / 2000  time:  2023-06-21 02:54:41 
Batch 773 / 2000  time:  2023-06-21 03:04:44 
Batch 774 / 2000  time:  2023-06-21 03:14:43 
Batch 775 / 2000  time:  2023-06-21 03:24:41 
Batch 776 / 2000  time:  2023-06-21 03:34:35 
Batch 777 / 2000  time:  2023-06-21 03:44:30 
Batch 778 / 2000  time:  2023-06-21 03:54:31 
Batch 779 / 2000  time:  2023-06-21 04:04:24 
Batch 780 / 2000  time:  2023-06-21 04:14:18 
Batch 781 / 2000  time:  2023-06-21 04:24:11 
Batch 782 / 2000  time:  2023-06-21 04:34:15 
Batch 783 / 2000  time:  2023-06-21 04:44:12 
Batch 784 / 2000  time:  2023-06-21 04:54:10 
Batch 785 / 2000  time:  2023-06-21 05:04:07 
Batch 786 / 2000  time:  2023-06-21 05:14:01 
Batch 787 / 2000  time:  2023-06-21 05:23:54 
Batch 788 / 2000  time:  2023-06-21 05:33:52 
Batch 789 / 2000  time:  2023-06-21 05:43:50 
Batch 790 / 2000  time:  2023-06-21 05:53:44 
Batch 791 / 2000  time:  2023-06-21 06:03:37 
Batch 792 / 2000  time:  2023-06-21 06:13:30 
Batch 793 / 2000  time:  2023-06-21 06:23:28 
Batch 794 / 2000  time:  2023-06-21 06:33:25 
Batch 795 / 2000  time:  2023-06-21 06:43:17 
Batch 796 / 2000  time:  2023-06-21 06:53:11 
Batch 797 / 2000  time:  2023-06-21 07:03:07 
Batch 798 / 2000  time:  2023-06-21 07:13:09 
Batch 799 / 2000  time:  2023-06-21 07:23:04 
Batch 800 / 2000  time:  2023-06-21 07:32:59 
Batch 801 / 2000  time:  2023-06-21 07:43:01 
Batch 802 / 2000  time:  2023-06-21 07:52:55 
Batch 803 / 2000  time:  2023-06-21 08:02:49 
Batch 804 / 2000  time:  2023-06-21 08:12:52 
Batch 805 / 2000  time:  2023-06-21 08:22:49 
Batch 806 / 2000  time:  2023-06-21 08:32:44 
Batch 807 / 2000  time:  2023-06-21 08:42:39 
Batch 808 / 2000  time:  2023-06-21 08:52:37 
Batch 809 / 2000  time:  2023-06-21 09:02:41 
Batch 810 / 2000  time:  2023-06-21 09:12:39 
Batch 811 / 2000  time:  2023-06-21 09:22:35 
Batch 812 / 2000  time:  2023-06-21 09:32:28 
Batch 813 / 2000  time:  2023-06-21 09:42:23 
Batch 814 / 2000  time:  2023-06-21 09:52:22 
Batch 815 / 2000  time:  2023-06-21 10:02:19 
Batch 816 / 2000  time:  2023-06-21 10:12:17 
Batch 817 / 2000  time:  2023-06-21 10:22:11 
Batch 818 / 2000  time:  2023-06-21 10:32:15 
Batch 819 / 2000  time:  2023-06-21 10:42:08 
Batch 820 / 2000  time:  2023-06-21 10:52:01 
Batch 821 / 2000  time:  2023-06-21 11:01:55 
Batch 822 / 2000  time:  2023-06-21 11:11:47 
Batch 823 / 2000  time:  2023-06-21 11:21:51 
Batch 824 / 2000  time:  2023-06-21 11:31:50 
Batch 825 / 2000  time:  2023-06-21 11:41:53 
Batch 826 / 2000  time:  2023-06-21 11:51:52 
Batch 827 / 2000  time:  2023-06-21 12:01:51 
Batch 828 / 2000  time:  2023-06-21 12:11:50 
Batch 829 / 2000  time:  2023-06-21 12:21:47 
Batch 830 / 2000  time:  2023-06-21 12:31:44 
Batch 831 / 2000  time:  2023-06-21 12:41:43 
Batch 832 / 2000  time:  2023-06-21 12:51:41 
Batch 833 / 2000  time:  2023-06-21 13:01:37 
Batch 834 / 2000  time:  2023-06-21 13:11:40 
Batch 835 / 2000  time:  2023-06-21 13:21:42 
Batch 836 / 2000  time:  2023-06-21 13:31:44 
Batch 837 / 2000  time:  2023-06-21 13:41:45 
Batch 838 / 2000  time:  2023-06-21 13:51:45 
Batch 839 / 2000  time:  2023-06-21 14:01:38 
Batch 840 / 2000  time:  2023-06-21 14:11:35 
Batch 841 / 2000  time:  2023-06-21 14:21:34 
Batch 842 / 2000  time:  2023-06-21 14:31:32 
Batch 843 / 2000  time:  2023-06-21 14:41:34 
Batch 844 / 2000  time:  2023-06-21 14:51:35 
Batch 845 / 2000  time:  2023-06-21 15:01:32 
Batch 846 / 2000  time:  2023-06-21 15:11:36 
Batch 847 / 2000  time:  2023-06-21 15:21:35 
Batch 848 / 2000  time:  2023-06-21 15:31:28 
Batch 849 / 2000  time:  2023-06-21 15:41:21 
Batch 850 / 2000  time:  2023-06-21 15:51:20 
Batch 851 / 2000  time:  2023-06-21 16:01:23 
Batch 852 / 2000  time:  2023-06-21 16:11:19 
Batch 853 / 2000  time:  2023-06-21 16:21:16 
Batch 854 / 2000  time:  2023-06-21 16:31:10 
Batch 855 / 2000  time:  2023-06-21 16:41:10 
Batch 856 / 2000  time:  2023-06-21 16:51:09 
Batch 857 / 2000  time:  2023-06-21 17:01:12 
Batch 858 / 2000  time:  2023-06-21 17:11:10 
Batch 859 / 2000  time:  2023-06-21 17:21:08 
Batch 860 / 2000  time:  2023-06-21 17:31:04 
Batch 861 / 2000  time:  2023-06-21 17:41:02 
Batch 862 / 2000  time:  2023-06-21 17:51:04 
Batch 863 / 2000  time:  2023-06-21 18:01:02 
Batch 864 / 2000  time:  2023-06-21 18:10:58 
Batch 865 / 2000  time:  2023-06-21 18:21:00 
Batch 866 / 2000  time:  2023-06-21 18:30:59 
Batch 867 / 2000  time:  2023-06-21 18:41:02 
Batch 868 / 2000  time:  2023-06-21 18:51:02 
Batch 869 / 2000  time:  2023-06-21 19:00:59 
Batch 870 / 2000  time:  2023-06-21 19:11:03 
Batch 871 / 2000  time:  2023-06-21 19:21:06 
Batch 872 / 2000  time:  2023-06-21 19:31:04 
Batch 873 / 2000  time:  2023-06-21 19:41:02 
Batch 874 / 2000  time:  2023-06-21 19:51:00 
Batch 875 / 2000  time:  2023-06-21 20:01:02 
Batch 876 / 2000  time:  2023-06-21 20:11:06 
Batch 877 / 2000  time:  2023-06-21 20:21:03 
Batch 878 / 2000  time:  2023-06-21 20:31:01 
Batch 879 / 2000  time:  2023-06-21 20:41:03 
Batch 880 / 2000  time:  2023-06-21 20:51:01 
Batch 881 / 2000  time:  2023-06-21 21:00:57 
Batch 882 / 2000  time:  2023-06-21 21:10:59 
Batch 883 / 2000  time:  2023-06-21 21:20:56 
Batch 884 / 2000  time:  2023-06-21 21:31:00 
Batch 885 / 2000  time:  2023-06-21 21:40:57 
Batch 886 / 2000  time:  2023-06-21 21:50:51 
Batch 887 / 2000  time:  2023-06-21 22:00:48 
Batch 888 / 2000  time:  2023-06-21 22:10:46 
Batch 889 / 2000  time:  2023-06-21 22:20:47 
Batch 890 / 2000  time:  2023-06-21 22:30:45 
Batch 891 / 2000  time:  2023-06-21 22:40:43 
Batch 892 / 2000  time:  2023-06-21 22:50:42 
Batch 893 / 2000  time:  2023-06-21 23:00:41 
Batch 894 / 2000  time:  2023-06-21 23:10:44 
Batch 895 / 2000  time:  2023-06-21 23:20:41 
Batch 896 / 2000  time:  2023-06-21 23:30:39 
Batch 897 / 2000  time:  2023-06-21 23:40:36 
Batch 898 / 2000  time:  2023-06-21 23:50:30 
Batch 899 / 2000  time:  2023-06-22 00:00:29 
Batch 900 / 2000  time:  2023-06-22 00:10:33 
Batch 901 / 2000  time:  2023-06-22 00:20:30 
Batch 902 / 2000  time:  2023-06-22 00:30:27 
Batch 903 / 2000  time:  2023-06-22 00:40:22 
Batch 904 / 2000  time:  2023-06-22 00:50:24 
Batch 905 / 2000  time:  2023-06-22 01:00:24 
Batch 906 / 2000  time:  2023-06-22 01:10:22 
Batch 907 / 2000  time:  2023-06-22 01:20:21 
Batch 908 / 2000  time:  2023-06-22 01:30:20 
Batch 909 / 2000  time:  2023-06-22 01:40:18 
Batch 910 / 2000  time:  2023-06-22 01:50:16 
Batch 911 / 2000  time:  2023-06-22 02:00:17 
Batch 912 / 2000  time:  2023-06-22 02:10:14 
Batch 913 / 2000  time:  2023-06-22 02:20:10 
Batch 914 / 2000  time:  2023-06-22 02:30:08 
Batch 915 / 2000  time:  2023-06-22 02:40:02 
Batch 916 / 2000  time:  2023-06-22 02:50:01 
Batch 917 / 2000  time:  2023-06-22 02:59:59 
Batch 918 / 2000  time:  2023-06-22 03:09:53 
Batch 919 / 2000  time:  2023-06-22 03:19:54 
Batch 920 / 2000  time:  2023-06-22 03:29:54 
Batch 921 / 2000  time:  2023-06-22 03:39:57 
Batch 922 / 2000  time:  2023-06-22 03:49:55 
Batch 923 / 2000  time:  2023-06-22 03:59:53 
Batch 924 / 2000  time:  2023-06-22 04:09:47 
Batch 925 / 2000  time:  2023-06-22 04:19:46 
Batch 926 / 2000  time:  2023-06-22 04:29:48 
Batch 927 / 2000  time:  2023-06-22 04:39:49 
Batch 928 / 2000  time:  2023-06-22 04:49:52 
Batch 929 / 2000  time:  2023-06-22 04:59:55 
Batch 930 / 2000  time:  2023-06-22 05:09:51 
Batch 931 / 2000  time:  2023-06-22 05:19:50 
Batch 932 / 2000  time:  2023-06-22 05:29:47 
Batch 933 / 2000  time:  2023-06-22 05:39:45 
Batch 934 / 2000  time:  2023-06-22 05:49:42 
Batch 935 / 2000  time:  2023-06-22 05:59:39 
Batch 936 / 2000  time:  2023-06-22 06:09:41 
Batch 937 / 2000  time:  2023-06-22 06:19:44 
Batch 938 / 2000  time:  2023-06-22 06:29:41 
Batch 939 / 2000  time:  2023-06-22 06:39:34 
Batch 940 / 2000  time:  2023-06-22 06:49:34 
Batch 941 / 2000  time:  2023-06-22 06:59:29 
Batch 942 / 2000  time:  2023-06-22 07:09:32 
Batch 943 / 2000  time:  2023-06-22 07:19:29 
Batch 944 / 2000  time:  2023-06-22 07:29:32 
Batch 945 / 2000  time:  2023-06-22 07:39:28 
Batch 946 / 2000  time:  2023-06-22 07:49:25 
Batch 947 / 2000  time:  2023-06-22 07:59:22 
Batch 948 / 2000  time:  2023-06-22 08:09:25 
Batch 949 / 2000  time:  2023-06-22 08:19:20 
Batch 950 / 2000  time:  2023-06-22 08:29:18 
Batch 951 / 2000  time:  2023-06-22 08:39:22 
Batch 952 / 2000  time:  2023-06-22 08:49:24 
Batch 953 / 2000  time:  2023-06-22 08:59:22 
Batch 954 / 2000  time:  2023-06-22 09:09:20 
Batch 955 / 2000  time:  2023-06-22 09:19:22 
Batch 956 / 2000  time:  2023-06-22 09:29:24 
Batch 957 / 2000  time:  2023-06-22 09:39:19 
Batch 958 / 2000  time:  2023-06-22 09:49:21 
Batch 959 / 2000  time:  2023-06-22 09:59:19 
Batch 960 / 2000  time:  2023-06-22 10:09:17 
Batch 961 / 2000  time:  2023-06-22 10:19:16 
Batch 962 / 2000  time:  2023-06-22 10:29:15 
Batch 963 / 2000  time:  2023-06-22 10:39:16 
Batch 964 / 2000  time:  2023-06-22 10:49:15 
Batch 965 / 2000  time:  2023-06-22 10:59:08 
Batch 966 / 2000  time:  2023-06-22 11:09:11 
Batch 967 / 2000  time:  2023-06-22 11:19:15 
Batch 968 / 2000  time:  2023-06-22 11:29:17 
Batch 969 / 2000  time:  2023-06-22 11:39:19 
Batch 970 / 2000  time:  2023-06-22 11:49:22 
Batch 971 / 2000  time:  2023-06-22 11:59:16 
Batch 972 / 2000  time:  2023-06-22 12:09:14 
Batch 973 / 2000  time:  2023-06-22 12:19:13 
Batch 974 / 2000  time:  2023-06-22 12:29:09 
Batch 975 / 2000  time:  2023-06-22 12:39:10 
Batch 976 / 2000  time:  2023-06-22 12:49:09 
Batch 977 / 2000  time:  2023-06-22 12:59:02 
Batch 978 / 2000  time:  2023-06-22 13:09:05 
Batch 979 / 2000  time:  2023-06-22 13:19:02 
Batch 980 / 2000  time:  2023-06-22 13:29:00 
Batch 981 / 2000  time:  2023-06-22 13:39:03 
Batch 982 / 2000  time:  2023-06-22 13:48:58 
Batch 983 / 2000  time:  2023-06-22 13:58:52 
Batch 984 / 2000  time:  2023-06-22 14:08:46 
Batch 985 / 2000  time:  2023-06-22 14:18:48 
Batch 986 / 2000  time:  2023-06-22 14:28:43 
Batch 987 / 2000  time:  2023-06-22 14:38:42 
Batch 988 / 2000  time:  2023-06-22 14:48:41 
Batch 989 / 2000  time:  2023-06-22 14:58:39 
Batch 990 / 2000  time:  2023-06-22 15:08:36 
Batch 991 / 2000  time:  2023-06-22 15:18:39 
Batch 992 / 2000  time:  2023-06-22 15:28:38 
Batch 993 / 2000  time:  2023-06-22 15:38:37 
Batch 994 / 2000  time:  2023-06-22 15:48:29 
